pname,year,epa,wpa,asst,ff,g,int,pd,qbhit,rank,sc,sk,skyd,tf,team,tkl,tklloss,probowl,firstteam,secondteam
C.Emmons,2003,32.2,0.98,20,1,15,0,5,0,50,51,0,0,0.94,PHI,65,0,0.0,0.0,0.0
A.Wilson,2003,28.6,0.97,18,0,16,0,7,0,51,52,1,5,1.09,DEN,70,0,1.0,0.0,0.0
K.Brooking,2003,45.5,0.97,18,0,16,0,3,0,52,77,0,0,1.45,ATL,126,0,1.0,0.0,0.0
K.Bentley,2003,30.5,0.97,36,0,16,1,2,0,53,51,0,0,0.85,CLV,55,0,0.0,0.0,0.0
N.Diggs,2003,40.3,0.95,10,0,15,2,6,0,54,62,1,9,0.96,GB,77,0,0.0,0.0,0.0
M.Stewart,2003,35.9,0.94,17,3,16,0,1,0,55,51,3,17,0.77,ATL,59,0,0.0,0.0,0.0
D.Coakley,2003,33.2,0.94,24,1,16,1,4,0,56,54,1,8,1.14,DAL,72,0,1.0,0.0,0.0
M.Jones,2003,29.8,0.94,43,0,16,0,3,0,57,70,0,0,0.96,NYJ,72,0,0.0,0.0,0.0
S.Fujita,2003,37.1,0.92,16,1,16,1,2,0,58,57,4,18,1.17,KC,98,0,0.0,0.0,0.0
H.Navies,2003,31.5,0.91,17,2,16,0,2,0,59,52,1,5,0.89,GB,69,0,0.0,0.0,0.0
J.Seau,2003,32.5,0.91,30,0,15,0,3,0,60,67,3,13,0.97,MIA,66,0,0.0,0.0,0.0
R.Phifer,2003,15.9,0.89,33,2,16,0,5,0,61,41,0,0,0.93,NE,68,0,0.0,0.0,0.0
J.Gildon,2003,30.4,0.87,19,1,16,1,6,0,62,50,6,19,0.62,PIT,42,0,0.0,0.0,0.0
N.Harris,2003,35.6,0.86,30,3,15,0,2,0,63,52,1,9,1.01,OAK,71,0,0.0,0.0,0.0
J.Ulbrich,2003,32.7,0.85,21,0,15,1,5,0,64,54,3,26,0.84,SF,53,0,0.0,0.0,0.0
A.Davis,2003,37.1,0.85,26,2,10,0,5,0,65,52,5,28,1.26,CLV,58,0,0.0,0.0,0.0
D.Smith,2003,38.2,0.82,27,0,15,0,3,0,66,68,5,32,1.24,SF,82,0,0.0,0.0,0.0
D.Smith,2003,17.9,0.44,12,0,12,1,3,0,99,28,0,0,0.63,NO,33,0,0.0,0.0,0.0
Z.Moreno,2003,37.9,0.82,17,2,16,0,4,0,67,60,2,12,0.91,SD,78,0,0.0,0.0,0.0
G.Favors,2003,26.5,0.8,20,1,16,0,1,0,68,42,0,0,0.79,CAR,56,0,0.0,0.0,0.0
P.Sirmon,2003,33.6,0.8,23,1,14,0,2,0,69,53,0,0,1.01,TEN,63,0,0.0,0.0,0.0
B.Bailey,2003,36.7,0.8,20,0,16,1,6,0,70,41,2,10,0.91,DET,68,0,0.0,0.0,0.0
M.Maslowski,2003,23.8,0.77,14,1,10,0,4,0,71,40,0,0,0.98,KC,46,0,0.0,0.0,0.0
J.Winborn,2003,19.4,0.76,3,1,8,0,2,0,72,27,3,18,0.79,SF,34,0,0.0,0.0,0.0
E.Holmes,2003,32.2,0.75,29,0,16,0,0,0,73,65,2,21,1.0,DET,68,0,0.0,0.0,0.0
C.Draft,2003,39.2,0.74,20,1,16,1,1,0,74,61,2,15,1.23,ATL,102,0,0.0,0.0,0.0
K.Newman,2003,23.8,0.74,6,1,12,1,3,0,75,25,2,11,0.55,ATL,35,0,0.0,0.0,0.0
D.Spragan,2003,20.8,0.72,8,1,14,0,3,0,76,27,0,0,0.65,DEN,38,0,0.0,0.0,0.0
S.Quarles,2003,21.2,0.71,23,0,11,0,0,0,77,49,0,0,1.16,TB,57,0,0.0,0.0,0.0
D.Rodgers,2003,26.9,0.71,18,0,14,1,5,0,78,30,0,0,0.89,NO,56,0,0.0,0.0,0.0
B.Taylor,2003,21.2,0.67,16,0,12,1,1,0,79,39,0,0,0.99,CLV,63,0,0.0,0.0,0.0
B.Short,2003,27.7,0.67,26,2,16,0,2,0,80,51,3,12,0.68,NYG,49,0,0.0,0.0,0.0
R.Thompson,2003,23.0,0.65,9,1,12,0,2,0,81,35,3,12,0.87,ARZ,54,0,0.0,0.0,0.0
C.Claiborne,2003,36.9,0.64,19,1,12,1,7,0,82,46,3,26,1.21,MIN,61,0,0.0,0.0,0.0
R.Morris,2003,21.4,0.61,25,0,16,0,1,0,83,53,0,0,0.81,IND,58,0,0.0,0.0,0.0
B.Leber,2003,28.4,0.61,11,0,16,0,1,0,84,45,3,16,0.76,SD,69,0,0.0,0.0,0.0
T.Smith,2003,16.9,0.61,10,0,10,0,0,0,85,30,1,6,0.9,OAK,50,0,0.0,0.0,0.0
G.Biekert,2003,26.7,0.61,16,1,16,0,0,0,86,43,1,7,0.88,MIN,61,0,0.0,0.0,0.0
A.Thomas,2003,20.0,0.61,2,1,13,0,6,0,87,25,4,27,0.33,BLT,25,0,1.0,0.0,0.0
J.Glenn,2003,14.9,0.57,11,0,12,0,4,0,88,24,0,0,0.44,NYJ,29,0,0.0,0.0,0.0
W.Holdman,2003,17.1,0.56,14,1,13,0,2,0,89,41,0,0,0.88,CHI,57,0,0.0,0.0,0.0
A.Singleton,2003,23.7,0.55,9,0,14,2,3,0,90,26,1,8,0.56,DAL,32,0,0.0,0.0,0.0
Ik.Reese,2003,14.4,0.53,1,1,12,0,0,0,91,10,1,6,0.33,PHI,23,0,0.0,0.0,0.0
R.Calmus,2003,25.3,0.52,9,0,10,2,2,0,92,29,1,0,0.72,TEN,35,0,0.0,0.0,0.0
O.Ruff,2003,20.0,0.5,19,0,14,1,4,0,93,38,0,0,0.8,NO,47,0,0.0,0.0,0.0
J.Sykes,2003,13.0,0.49,14,0,15,0,1,0,94,27,0,0,0.68,DEN,38,0,0.0,0.0,0.0
R.Boiman,2003,24.3,0.48,13,0,15,2,2,0,95,20,2,8,0.39,TEN,23,0,0.0,0.0,0.0
M.Greenwood,2003,14.6,0.47,24,0,16,0,1,0,96,33,1,5,0.62,MIA,42,0,0.0,0.0,0.0
B.Boyer,2003,21.2,0.45,16,0,14,1,2,0,97,36,0,0,0.59,CLV,39,0,0.0,0.0,0.0
R.Nece,2003,15.7,0.45,10,0,14,1,3,0,98,29,0,0,0.61,TB,44,0,0.0,0.0,0.0
K.Bulluck,2004,67.4,2.57,52,1,16,2,13,0,0,95,5,39,1.51,TEN,100,0,0.0,0.0,0.0
D.Edwards,2004,72.6,2.52,46,3,16,5,14,0,1,87,1,2,1.49,SD,106,0,0.0,0.0,0.0
T.Spikes,2004,78.3,2.24,35,3,16,5,18,0,2,84,3,16,0.91,BUF,63,0,1.0,1.0,0.0
J.Farrior,2004,74.9,2.23,28,3,16,4,12,0,3,76,3,22,1.08,PIT,67,0,1.0,1.0,0.0
D.Brooks,2004,57.5,2.01,28,2,16,1,6,0,4,84,3,13,1.37,TB,109,0,1.0,1.0,0.0
K.Brooking,2004,49.5,1.97,16,2,16,3,6,0,5,50,3,13,1.08,ATL,86,0,1.0,0.0,1.0
J.Vilma,2004,49.6,1.88,30,0,16,3,5,0,6,70,2,13,1.01,NYJ,75,0,0.0,0.0,0.0
A.Pierce,2004,55.1,1.85,26,1,16,2,5,0,7,65,1,4,1.22,WAS,84,0,0.0,0.0,0.0
W.McGinest,2004,57.1,1.74,16,2,16,1,6,0,8,42,10,56,0.49,NE,35,0,0.0,0.0,0.0
M.Washington,2004,56.6,1.73,19,1,16,0,3,0,9,73,5,38,1.13,WAS,83,0,1.0,0.0,0.0
J.Sharper,2004,56.2,1.72,41,3,16,0,9,0,10,83,2,19,1.35,HST,98,0,0.0,0.0,0.0
B.Urlacher,2004,52.5,1.72,18,2,9,1,7,0,11,56,6,19,1.24,CHI,54,0,0.0,0.0,0.0
R.Lewis,2004,58.6,1.7,46,1,15,0,6,0,12,99,1,9,1.48,BLT,101,0,1.0,1.0,0.0
W.Witherspoon,2004,56.3,1.68,18,1,16,4,14,0,13,70,3,21,1.04,CAR,84,0,0.0,0.0,0.0
L.Fletcher,2004,51.1,1.63,50,2,16,0,4,0,14,87,4,22,1.34,BUF,94,0,0.0,0.0,0.0
K.Wong,2004,46.0,1.54,20,1,16,3,14,0,15,60,6,29,0.69,HST,51,0,0.0,0.0,0.0
L.Briggs,2004,53.6,1.51,24,0,16,1,10,0,16,77,1,2,1.23,CHI,103,0,0.0,0.0,0.0
D.Clark,2004,47.1,1.49,31,1,16,0,5,0,17,77,2,16,1.17,OAK,99,0,0.0,0.0,0.0
R.Godfrey,2004,45.9,1.43,19,3,15,0,3,0,18,47,2,14,0.91,SD,68,0,0.0,0.0,0.0
J.Porter,2004,49.6,1.39,17,3,15,1,12,0,19,56,7,51,0.65,PIT,37,0,1.0,0.0,1.0
T.Bruschi,2004,58.3,1.34,46,3,16,3,6,0,20,77,4,35,1.16,NE,75,0,1.0,0.0,1.0
M.Peterson,2004,38.8,1.29,33,1,16,0,1,0,21,76,5,31,1.29,JAX,93,0,0.0,0.0,0.0
A.Wilson,2004,54.5,1.28,33,2,15,2,5,0,22,70,3,20,1.24,DEN,72,0,0.0,0.0,0.0
N.Greisen,2004,30.3,1.28,16,1,12,0,6,0,23,44,2,16,0.86,NYG,49,0,0.0,0.0,0.0
S.Foley,2004,48.9,1.24,17,5,16,2,12,0,24,53,11,46,0.64,SD,48,0,0.0,0.0,0.0
S.Fujita,2004,27.5,1.23,23,0,16,0,4,0,25,50,5,26,1.04,KC,67,0,0.0,0.0,0.0
J.Darling,2004,33.4,1.21,15,2,14,1,6,0,26,50,1,6,1.07,ARZ,73,0,0.0,0.0,0.0
K.Dansby,2004,47.3,1.2,16,1,15,1,5,0,27,44,5,26,0.61,ARZ,38,0,0.0,0.0,0.0
A.Ayodele,2004,26.0,1.2,17,2,16,0,3,0,28,57,2,16,0.95,JAX,76,0,0.0,0.0,0.0
B.Simmons,2004,40.8,1.2,31,3,15,2,4,0,29,47,1,9,1.12,CIN,76,0,0.0,0.0,0.0
J.Winborn,2004,36.8,1.16,9,3,14,1,8,0,30,46,5,40,0.71,SF,54,0,0.0,0.0,0.0
E.Barton,2004,44.2,1.16,30,1,16,1,2,0,31,63,3,9,1.03,NYJ,77,0,0.0,0.0,0.0
T.Suggs,2004,50.2,1.15,14,1,15,0,1,0,32,50,11,84,0.6,BLT,46,0,1.0,0.0,0.0
C.June,2004,51.8,1.13,25,0,16,2,9,0,33,59,0,0,0.93,IND,79,0,0.0,0.0,0.0
Z.Thomas,2004,44.6,1.12,60,0,13,0,4,0,34,85,2,15,1.62,MIA,85,0,0.0,0.0,0.0
A.Thomas,2004,36.5,1.12,15,4,16,1,5,0,35,50,8,28,0.6,BLT,49,0,0.0,0.0,0.0
J.Babin,2004,34.0,1.09,12,0,16,0,5,0,36,44,4,19,0.61,HST,51,0,0.0,0.0,0.0
M.Greenwood,2004,29.2,1.09,40,0,16,0,3,0,37,60,0,0,0.91,MIA,61,0,0.0,0.0,0.0
D.Nguyen,2004,37.7,1.09,32,1,16,3,5,0,38,65,1,8,1.19,DAL,75,0,0.0,0.0,0.0
R.Morris,2004,37.1,1.05,23,1,15,1,2,0,39,53,3,18,0.73,IND,53,0,0.0,0.0,0.0
Andra Davis,2004,35.4,1.05,10,0,9,2,4,0,40,42,1,3,0.96,CLV,48,0,0.0,0.0,0.0
L.Foote,2004,30.2,1.04,16,1,16,1,2,0,41,43,3,20,0.78,PIT,53,0,0.0,0.0,0.0
T.Polley,2004,31.3,1.03,13,1,14,0,6,0,42,48,2,10,0.91,SL,65,0,0.0,0.0,0.0
D.Smith,2004,35.2,1.02,29,0,14,0,3,0,43,59,2,9,1.24,SF,80,0,0.0,0.0,0.0
D.Smith,2004,21.5,0.68,7,0,14,1,4,0,79,33,2,12,0.56,JAX,41,0,0.0,0.0,0.0
N.Barnett,2004,51.8,1.01,30,0,16,1,6,0,44,78,3,27,1.27,GB,91,0,0.0,0.0,0.0
J.Posey,2004,34.1,1.01,27,0,16,1,2,0,45,47,1,6,0.61,BUF,39,0,0.0,0.0,0.0
D.Thornton,2004,31.6,1.01,19,2,16,1,1,0,46,42,0,0,0.76,IND,66,0,0.0,0.0,0.0
D.Williams,2004,38.6,0.99,31,1,16,1,7,0,47,74,2,13,1.18,DEN,75,0,0.0,0.0,0.0
D.Williams,2004,18.8,0.95,7,0,14,0,0,0,51,23,4,10,0.54,ATL,38,0,0.0,0.0,0.0
P.Tinoisamoa,2004,37.9,0.98,19,0,16,0,4,0,48,61,2,9,0.94,SL,73,0,0.0,0.0,0.0
B.Kassell,2004,27.7,0.98,27,1,15,0,1,0,49,53,0,0,1.09,TEN,76,0,0.0,0.0,0.0
D.Jones,2004,25.2,0.96,22,0,16,1,5,0,50,46,1,0,0.7,PHI,45,0,0.0,0.0,0.0
C.Draft,2004,19.7,0.94,15,1,14,1,3,0,52,32,0,0,0.69,ATL,42,0,0.0,0.0,0.0
D.Coakley,2004,24.7,0.93,17,0,15,0,6,0,53,40,0,0,0.81,DAL,51,0,0.0,0.0,0.0
I.Gold,2004,26.5,0.93,17,0,16,1,3,0,54,40,1,5,0.71,TB,54,0,0.0,0.0,0.0
K.Mitchell,2004,36.3,0.92,14,1,15,0,3,0,55,47,1,0,0.88,KC,57,0,0.0,0.0,0.0
D.Spragan,2004,24.1,0.89,22,1,16,0,6,0,56,41,1,1,0.73,DEN,44,0,0.0,0.0,0.0
T.Lehman,2004,26.9,0.88,23,1,15,1,3,0,57,47,1,2,0.97,DET,67,0,0.0,0.0,0.0
D.Morgan,2004,38.0,0.86,23,1,12,2,6,0,58,53,2,17,1.38,CAR,79,0,1.0,0.0,0.0
C.Claiborne,2004,24.8,0.86,18,1,10,1,5,0,59,30,1,3,0.87,MIN,39,0,0.0,0.0,0.0
J.Davis,2004,25.8,0.83,23,0,15,0,3,0,60,39,4,25,0.75,DET,47,0,0.0,0.0,0.0
J.Ulbrich,2004,38.4,0.82,19,1,16,1,3,0,61,58,1,6,0.89,SF,71,0,0.0,0.0,0.0
M.Beisel,2004,20.5,0.81,9,1,10,1,1,0,62,29,3,18,0.94,KC,42,0,0.0,0.0,0.0
H.Hillenmeyer,2004,25.5,0.8,20,1,15,0,2,0,63,51,3,18,0.73,CHI,51,0,0.0,0.0,0.0
C.Emmons,2004,21.0,0.79,32,0,14,0,3,0,64,44,1,8,1.05,NYG,61,0,0.0,0.0,0.0
S.Quarles,2004,32.9,0.77,33,0,14,0,3,0,65,62,4,15,1.19,TB,71,0,0.0,0.0,0.0
C.Haggans,2004,24.0,0.77,8,2,11,0,1,0,66,28,6,15,0.61,PIT,29,0,0.0,0.0,0.0
M.Fields,2004,37.4,0.75,12,1,13,1,3,0,67,39,4,27,0.78,CAR,50,0,1.0,0.0,0.0
E.Holmes,2004,29.8,0.75,33,0,15,0,2,0,68,62,0,0,1.12,DET,71,0,0.0,0.0,0.0
E.Henderson,2004,26.7,0.74,28,1,14,0,3,0,69,52,1,9,1.03,MIN,66,0,0.0,0.0,0.0
R.Thomas,2004,20.2,0.74,15,0,13,0,1,0,70,31,0,0,0.68,SL,39,0,0.0,0.0,0.0
C.Thompson,2004,23.5,0.73,20,0,15,0,3,0,71,32,3,16,0.57,CLV,38,0,0.0,0.0,0.0
K.Lewis,2004,25.2,0.72,25,0,15,0,3,0,72,47,1,5,0.82,NYG,53,0,0.0,0.0,0.0
N.Diggs,2004,23.4,0.7,19,0,14,0,0,0,73,42,1,7,0.96,GB,61,0,0.0,0.0,0.0
J.Seau,2004,19.4,0.7,26,0,8,0,1,0,74,35,1,7,1.03,MIA,31,0,0.0,0.0,0.0
J.Trotter,2004,19.9,0.69,6,0,14,0,1,0,75,39,1,8,0.73,PHI,55,0,1.0,0.0,0.0
J.Allen,2004,16.7,0.69,16,2,12,0,1,0,76,24,0,0,0.57,NO,30,0,0.0,0.0,0.0
O.Huff,2004,22.9,0.69,10,0,16,0,3,0,77,32,1,10,0.46,SEA,41,0,0.0,0.0,0.0
E.Hartwell,2004,30.5,0.69,41,1,16,0,0,0,78,51,0,0,0.92,BLT,56,0,0.0,0.0,0.0
A.Lewis,2004,22.0,0.68,12,0,14,1,2,0,80,25,2,6,0.53,DET,34,0,0.0,0.0,0.0
J.Foreman,2004,18.3,0.67,26,0,11,0,1,0,81,43,0,0,1.12,HST,53,0,0.0,0.0,0.0
M.Stewart,2004,20.2,0.67,12,0,15,0,4,0,82,45,2,15,0.76,ATL,55,0,0.0,0.0,0.0
S.Barber,2004,13.8,0.67,5,1,8,1,3,0,83,22,1,4,0.79,KC,29,0,0.0,0.0,0.0
R.McKinnon,2004,19.7,0.66,25,0,14,0,0,0,84,45,0,0,0.9,ARZ,49,0,0.0,0.0,0.0
K.Hardy,2004,21.2,0.66,27,0,15,0,4,0,85,39,4,18,0.72,CIN,42,0,0.0,0.0,0.0
V.Hobson,2004,17.5,0.66,15,0,11,1,3,0,86,28,0,0,0.63,NYJ,30,0,0.0,0.0,0.0
K.Bentley,2004,23.6,0.63,16,1,14,0,0,0,87,25,0,0,0.54,CLV,35,0,0.0,0.0,0.0
L.Marshall,2004,20.0,0.62,20,0,15,0,1,0,88,36,2,12,0.77,WAS,45,0,0.0,0.0,0.0
B.Leber,2004,24.5,0.61,11,0,15,0,1,0,89,34,2,17,0.61,SD,47,0,0.0,0.0,0.0
M.Vrabel,2004,26.5,0.6,15,0,16,0,3,0,90,40,6,49,0.64,NE,52,0,0.0,0.0,0.0
C.Watson,2004,18.7,0.6,17,0,12,0,3,0,91,35,2,14,0.68,NO,38,0,0.0,0.0,0.0
B.Green,2004,20.4,0.6,12,2,9,0,3,0,92,24,0,0,0.67,NYG,26,0,0.0,0.0,0.0
T.Johnson,2004,23.9,0.58,22,1,16,0,1,0,93,53,1,10,0.75,NE,56,0,0.0,0.0,0.0
T.Smith,2004,15.3,0.55,11,0,7,0,2,0,94,18,0,0,0.82,OAK,29,0,0.0,0.0,0.0
O.Ruff,2004,17.7,0.54,21,0,13,1,3,0,95,36,0,0,0.85,NO,53,0,0.0,0.0,0.0
B.Short,2004,17.3,0.53,11,1,12,0,0,0,96,18,0,0,0.54,CAR,29,0,0.0,0.0,0.0
K.Newman,2004,16.1,0.52,12,0,14,0,3,0,97,28,4,22,0.53,MIN,36,0,0.0,0.0,0.0
W.Holdman,2004,19.1,0.52,27,0,16,0,2,0,98,48,1,4,0.71,CLV,49,0,0.0,0.0,0.0
C.Brown,2004,18.6,0.52,11,1,6,0,0,0,99,21,1,14,0.88,SEA,26,0,0.0,0.0,0.0
O.Thurman,2005,85.2,2.43,37,4,16,5,9,0,0,67,2,13,1.17,CIN,68,0,0.0,0.0,0.0
L.Fletcher,2005,61.7,2.08,54,1,16,1,3,0,1,84,4,36,1.38,BUF,104,0,0.0,0.0,0.0
L.Briggs,2005,65.8,2.0,24,3,16,2,11,0,2,89,2,12,1.06,CHI,85,0,1.0,1.0,0.0
K.Bulluck,2005,56.2,1.85,36,1,16,2,10,0,3,77,5,32,1.32,TEN,102,0,0.0,0.0,0.0
S.Quarles,2005,49.5,1.85,30,4,16,0,2,0,4,83,1,4,1.37,TB,104,0,0.0,0.0,0.0
L.Marshall,2005,54.6,1.82,19,2,16,4,9,0,5,59,2,18,1.15,WAS,77,0,0.0,0.0,0.0
M.Peterson,2005,64.4,1.72,37,2,16,3,6,0,6,94,6,44,1.38,JAX,95,0,0.0,0.0,0.0
D.Brooks,2005,46.5,1.7,32,1,16,1,11,0,7,79,3,9,1.27,TB,93,0,1.0,1.0,0.0
A.Thomas,2005,72.1,1.7,15,4,16,2,5,0,8,56,9,75,0.88,BLT,69,0,0.0,0.0,0.0
K.Dansby,2005,61.1,1.68,18,2,15,3,5,0,9,55,4,32,1.01,ARZ,68,0,0.0,0.0,0.0
Z.Thomas,2005,59.3,1.65,55,4,14,1,3,0,10,101,2,16,1.67,MIA,107,0,1.0,0.0,1.0
M.Washington,2005,55.9,1.65,20,3,16,1,8,0,11,65,8,66,1.12,WAS,73,0,0.0,0.0,0.0
J.Vilma,2005,58.6,1.57,45,4,16,1,6,0,12,107,1,2,1.45,NYJ,128,0,1.0,0.0,0.0
B.Urlacher,2005,58.0,1.56,24,1,15,0,5,0,13,84,6,44,1.27,CHI,98,0,1.0,1.0,0.0
D.Smith,2005,50.9,1.56,26,0,16,1,7,0,14,70,0,0,1.11,SF,90,0,0.0,0.0,0.0
D.Smith,2005,32.3,1.2,11,1,16,1,2,0,34,47,4,12,0.83,JAX,69,0,0.0,0.0,0.0
D.Edwards,2005,54.9,1.48,40,2,16,2,11,0,15,93,3,15,1.53,SD,114,0,0.0,0.0,0.0
J.Farrior,2005,46.4,1.45,45,2,14,0,4,0,16,80,2,20,1.34,PIT,76,0,0.0,0.0,0.0
P.Tinoisamoa,2005,41.5,1.44,23,0,16,2,9,0,17,58,2,5,0.93,SL,68,0,0.0,0.0,0.0
A.Pierce,2005,46.2,1.43,20,1,13,2,11,0,18,73,3,18,1.17,NYG,78,0,0.0,0.0,0.0
J.Trotter,2005,47.6,1.4,19,2,15,1,10,0,19,80,1,9,1.35,PHI,102,0,1.0,0.0,0.0
J.Darling,2005,39.5,1.38,17,0,14,2,4,0,20,49,1,5,1.1,ARZ,70,0,0.0,0.0,0.0
N.Barnett,2005,60.6,1.36,47,1,16,1,2,0,21,73,1,5,1.34,GB,92,0,0.0,0.0,0.0
I.Gold,2005,48.5,1.35,16,4,16,0,4,0,22,52,3,17,1.06,DEN,74,0,0.0,0.0,0.0
Andra Davis,2005,56.8,1.34,60,0,16,1,6,0,23,90,2,22,1.28,CLV,89,0,0.0,0.0,0.0
J.Peterson,2005,41.6,1.34,24,1,14,0,6,0,24,57,4,20,0.91,SF,59,0,0.0,0.0,0.0
K.Brooking,2005,43.4,1.33,26,0,16,4,10,0,25,56,4,26,1.18,ATL,89,0,1.0,0.0,0.0
A.Wilson,2005,36.7,1.32,11,2,15,0,9,0,26,47,3,12,0.92,DEN,62,0,1.0,1.0,0.0
R.Godfrey,2005,37.0,1.28,21,1,14,0,3,0,27,54,1,2,0.87,SD,56,0,0.0,0.0,0.0
T.Polley,2005,34.3,1.25,23,0,15,0,3,0,28,67,5,30,1.06,BLT,72,0,0.0,0.0,0.0
D.Ware,2005,30.4,1.24,11,3,16,0,1,0,29,45,8,47,0.67,DAL,47,0,0.0,0.0,0.0
L.Foote,2005,35.9,1.22,25,0,16,0,2,0,30,64,3,20,0.98,PIT,76,0,0.0,0.0,0.0
S.Merriman,2005,39.5,1.22,13,2,15,0,5,0,31,42,10,61,0.57,SD,41,0,1.0,0.0,0.0
N.Greisen,2005,53.9,1.21,19,2,16,0,4,0,32,59,1,9,0.76,NYG,60,0,0.0,0.0,0.0
M.Vrabel,2005,43.7,1.21,35,1,16,2,5,0,33,63,5,27,1.01,NE,69,0,0.0,0.0,0.0
D.Clark,2005,34.2,1.19,31,0,16,0,7,0,35,73,1,4,1.09,OAK,82,0,0.0,0.0,0.0
J.Porter,2005,47.2,1.18,18,4,15,2,4,0,36,43,11,70,0.59,PIT,39,0,1.0,0.0,1.0
C.Haggans,2005,36.5,1.17,19,4,13,0,2,0,37,41,9,42,0.73,PIT,42,0,0.0,0.0,0.0
M.Brown,2005,29.6,1.16,37,0,14,2,2,0,38,40,2,5,0.71,NYJ,37,0,0.0,0.0,0.0
A.Crowell,2005,45.8,1.14,38,1,15,2,5,0,39,69,3,18,1.07,BUF,77,0,0.0,0.0,0.0
B.Scott,2005,38.6,1.13,30,0,15,0,1,0,40,51,5,25,0.92,BLT,53,0,0.0,0.0,0.0
W.Witherspoon,2005,43.6,1.09,15,0,15,2,14,0,41,65,3,13,0.9,CAR,65,0,0.0,0.0,0.0
K.Morrison,2005,38.4,1.07,25,0,16,0,2,0,42,55,0,0,1.08,OAK,87,0,0.0,0.0,0.0
K.Mitchell,2005,36.9,1.07,21,0,16,1,11,0,43,58,2,14,1.17,KC,82,0,0.0,0.0,0.0
B.Simmons,2005,30.5,1.06,32,3,16,2,7,0,44,45,4,29,0.94,CIN,52,0,0.0,0.0,0.0
G.Brackett,2005,47.3,1.05,35,0,16,3,6,0,45,74,1,0,1.21,IND,92,0,0.0,0.0,0.0
C.June,2005,49.0,1.05,35,0,13,5,7,0,46,54,0,0,1.19,IND,67,0,1.0,0.0,1.0
E.Holmes,2005,36.7,1.05,24,2,11,0,1,0,47,52,0,0,1.08,DET,51,0,0.0,0.0,0.0
C.Thompson,2005,37.5,1.04,21,2,16,0,3,0,48,52,5,27,0.7,CLV,61,0,0.0,0.0,0.0
D.Williams,2005,51.4,1.04,28,0,16,2,3,0,49,72,3,22,1.27,ATL,96,0,0.0,0.0,0.0
M.Greenwood,2005,35.6,1.03,30,0,16,0,7,0,50,62,2,8,1.01,HST,82,0,0.0,0.0,0.0
A.Peek,2005,22.7,1.0,17,2,16,0,2,0,51,31,6,35,0.42,HST,30,0,0.0,0.0,0.0
A.Ayodele,2005,28.5,0.99,16,4,15,0,1,0,52,44,3,14,0.8,JAX,56,0,0.0,0.0,0.0
K.Newman,2005,32.2,0.98,13,1,11,1,3,0,53,32,4,23,0.61,MIN,29,0,0.0,0.0,0.0
W.McGinest,2005,39.0,0.98,12,0,16,0,5,0,54,47,7,35,0.55,NE,45,0,0.0,0.0,0.0
D.Johnson,2005,32.7,0.97,16,2,16,0,5,0,55,57,2,14,1.08,KC,79,0,0.0,0.0,0.0
J.Harrison,2005,24.5,0.97,6,0,12,1,3,0,56,24,3,19,0.4,PIT,25,0,0.0,0.0,0.0
R.Colvin,2005,34.6,0.97,20,2,14,0,2,0,57,45,8,53,0.68,NE,41,0,0.0,0.0,0.0
D.Polk,2005,31.7,0.96,30,2,13,0,1,0,58,51,4,18,1.02,HST,62,0,0.0,0.0,0.0
B.Moore,2005,29.4,0.96,21,0,14,1,4,0,59,35,5,29,0.77,SF,49,0,0.0,0.0,0.0
V.Hobson,2005,28.6,0.93,26,0,16,0,0,0,60,43,1,2,0.66,NYJ,53,0,0.0,0.0,0.0
O.Huff,2005,35.6,0.88,20,1,15,1,3,0,61,50,1,1,0.81,ARZ,49,0,0.0,0.0,0.0
D.Nguyen,2005,20.7,0.88,4,0,7,1,3,0,62,15,1,12,0.77,DAL,25,0,0.0,0.0,0.0
B.Taylor,2005,28.5,0.87,35,0,16,0,3,0,63,57,0,0,0.94,CLV,75,0,0.0,0.0,0.0
D.Morgan,2005,35.3,0.87,18,1,13,0,2,0,64,57,3,12,1.0,CAR,59,0,0.0,0.0,0.0
C.Draft,2005,28.8,0.86,9,1,12,0,1,0,65,32,2,9,0.69,CAR,40,0,0.0,0.0,0.0
C.Crowder,2005,34.8,0.84,32,1,15,0,4,0,66,51,0,0,0.82,MIA,53,0,0.0,0.0,0.0
B.James,2005,26.4,0.82,20,0,16,0,4,0,67,49,3,9,1.06,DAL,72,0,0.0,0.0,0.0
L.Tatupu,2005,49.0,0.76,20,0,16,3,10,0,68,64,4,32,0.99,SEA,85,0,1.0,0.0,0.0
B.Kassell,2005,31.0,0.75,24,0,16,1,4,0,69,47,0,0,0.71,TEN,50,0,0.0,0.0,0.0
L.Hill,2005,36.2,0.75,19,2,15,0,2,0,70,42,9,37,0.68,SEA,49,0,0.0,0.0,0.0
J.Davis,2005,18.5,0.73,24,0,16,0,0,0,71,28,0,0,0.58,DET,35,0,0.0,0.0,0.0
J.Posey,2005,25.8,0.7,22,1,16,0,3,0,72,36,3,9,0.53,BUF,39,0,0.0,0.0,0.0
L.Johnson,2005,24.6,0.7,24,1,16,0,2,0,73,41,0,0,0.91,CIN,58,0,0.0,0.0,0.0
J.Babin,2005,18.2,0.69,11,2,12,0,2,0,74,27,4,27,0.45,HST,26,0,0.0,0.0,0.0
B.Bailey,2005,23.6,0.69,20,0,10,1,3,0,75,33,1,6,0.92,DET,38,0,0.0,0.0,0.0
